,id,longitude,latitude,time,water,trees,grass,flooded_vegetation,crops,shrub_and_scrub,built,bare,snow_and_ice,label,Company,mine_id,orig_perm_id,start_date,end_date
620,20190729T161839_20190729T162825_T17SKA,-84.04368303637008,36.48148200337789,1564418006750,0.03068484365940094,0.7344659476075321,0.037825786508619785,0.02846523397602141,0.03320429567247629,0.03325992822647095,0.03313204296864569,0.03477960918098688,0.03400426940061152,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
629,20190729T161839_20190729T162825_T16SGF,-84.04188640580183,36.48148200337789,1564418008142,0.032479809829965234,0.7355909943580627,0.035173418233171105,0.03045007959008217,0.031130148330703378,0.033650659956038,0.031855844194069505,0.035425700480118394,0.03417330444790423,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
630,20190729T161839_20190729T162825_T17SKA,-84.04188640580183,36.48148200337789,1564418006750,0.0321999192237854,0.7335247101727873,0.034609079360961914,0.02976172510534525,0.031070947647094727,0.03401552536524832,0.03509905282407999,0.035771174589172006,0.03388057672418654,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
637,20190724T161911_20190724T162524_T16SGF,-84.02571673068769,36.48148200337789,1563986005010,0.03070623055100441,0.742385650286451,0.03729938738979399,0.027545990655198693,0.04124736879020929,0.028321249643340707,0.029237576760351658,0.02853736304678023,0.03341036872006953,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
638,20190724T161911_20190724T162524_T17SKA,-84.02571673068769,36.48148200337789,1563986003616,0.028578620636835694,0.7462823356036097,0.03688795701600611,0.02660697791725397,0.037500048289075494,0.03162748762406409,0.02919063181616366,0.029861839720979333,0.032926831394433975,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
639,20190729T161839_20190729T162825_T16SGF,-84.02571673068769,36.48148200337789,1564418008142,0.031216358998790383,0.7490530610084534,0.03767754905857146,0.027601733803749084,0.03680594475008547,0.029279337264597416,0.02653733268380165,0.028630234533920884,0.032254704274237156,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
640,20190729T161839_20190729T162825_T17SKA,-84.02571673068769,36.48148200337789,1564418006750,0.030941978096961975,0.7492643743753433,0.03685279772616923,0.02702174917794764,0.036706481128931046,0.029237576760351658,0.026816461235284805,0.02957774349488318,0.03294898569583893,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
647,20190724T161911_20190724T162524_T16SGF,-84.02392010011944,36.48148200337789,1563986005010,0.033182055689394474,0.6617937693372369,0.04836026206612587,0.028187876800075173,0.07398572657257318,0.035915616899728775,0.03942711488343775,0.030775789404287934,0.040243288734927773,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
648,20190724T161911_20190724T162524_T17SKA,-84.02392010011944,36.48148200337789,1563986003616,0.030658120522275567,0.7127382755279541,0.04015151038765907,0.027237892150878906,0.05365879298187792,0.030652777291834354,0.03322098054923117,0.028697402216494083,0.0349676760379225,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
649,20190729T161839_20190729T162825_T16SGF,-84.02392010011944,36.48148200337789,1564418008142,0.03245231602340937,0.7257565299514681,0.035471666837111115,0.031546130776405334,0.04284930322319269,0.032529328018426895,0.03183950576931238,0.029798589879646897,0.03296006564050913,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
650,20190729T161839_20190729T162825_T17SKA,-84.02392010011944,36.48148200337789,1564418006750,0.031937599182128906,0.7257045342121273,0.03757099830545485,0.0282647842541337,0.05046308133751154,0.028972054133191705,0.031113997101783752,0.027031783247366548,0.033143153646960855,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
657,20190724T161911_20190724T162524_T16SGF,-84.0221234695512,36.48148200337789,1563986005010,0.04080232325941324,0.732923679985106,0.035150528186932206,0.03612412512302399,0.029835477471351624,0.032518320716917515,0.027404353255406022,0.03249081061221659,0.03220539563335478,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
658,20190724T161911_20190724T162524_T17SKA,-84.0221234695512,36.48148200337789,1563986003616,0.03157866094261408,0.734387488104403,0.0374764131847769,0.03070088312961161,0.034066200256347656,0.036800090223550797,0.030359616735950112,0.0322766313329339,0.031232536770403385,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
659,20190729T161839_20190729T162825_T16SGF,-84.0221234695512,36.48148200337789,1564418008142,0.03132428997196257,0.7380533972755075,0.03544293437153101,0.02975119650363922,0.03135670558549464,0.035961899906396866,0.030364934355020523,0.03426362783648074,0.033026584424078465,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
660,20190729T161839_20190729T162825_T17SKA,-84.0221234695512,36.48148200337789,1564418006750,0.0287387752905488,0.7339952534530312,0.03767754905857146,0.02835207269527018,0.03299886011518538,0.041564069921150804,0.03037025243975222,0.03307651751674712,0.03167635202407837,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
669,20190729T161839_20190729T162825_T16SGF,-84.04907292807479,36.48327863394613,1564418008142,0.032232784666121006,0.7304698564112186,0.039179060608148575,0.029039621353149414,0.0346204349771142,0.03249081061221659,0.033488508546724916,0.03428057674318552,0.03399864211678505,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
670,20190729T161839_20190729T162825_T17SKA,-84.04907292807479,36.48327863394613,1564418006750,0.032074090326204896,0.7301308216992766,0.03724636137485504,0.029206275939941406,0.03330446779727936,0.034637471893802285,0.03378515038639307,0.03548891190439463,0.03396488819271326,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
679,20190729T161839_20190729T162825_T16SGF,-84.04547966693832,36.48327863394613,1564418008142,0.030402170727029443,0.7408613527659327,0.03892576787620783,0.027097050100564957,0.03270017937757075,0.03278301004320383,0.030147293815389276,0.03336018417030573,0.03351085097528994,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
680,20190729T161839_20190729T162825_T17SKA,-84.04547966693832,36.48327863394613,1564418006750,0.031119380379095674,0.734518256271258,0.040292280027642846,0.027891487115994096,0.0343766997102648,0.03304322459734976,0.03073297464288771,0.033656258368864655,0.03408873453736305,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
689,20190729T161839_20190729T162825_T16SGF,-84.04368303637008,36.48327863394613,1564418008142,0.03070623055100441,0.7377126070205122,0.0347966852132231,0.02769815013743937,0.03201945894397795,0.03268362581729889,0.03493914846330881,0.03555793408304453,0.033807591535151005,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
690,20190729T161839_20190729T162825_T17SKA,-84.04368303637008,36.48327863394613,1564418006750,0.030418136157095432,0.7401260456535965,0.03523640427738428,0.026736561208963394,0.03293790761381388,0.0319321455899626,0.03420151770114899,0.03400426940061152,0.034111276268959045,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
697,20190724T161911_20190724T162524_T16SGF,-84.02571673068769,36.48327863394613,1563986005010,0.029493827605620027,0.7317484638188034,0.0365137888584286,0.027278199791908264,0.03265053126960993,0.03915490210056305,0.03472840622998774,0.03546591941267252,0.03277195990085602,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
698,20190724T161911_20190724T162524_T17SKA,-84.02571673068769,36.48327863394613,1563986003616,0.029039621353149414,0.7370312626007944,0.034580698469653726,0.027424564817920327,0.0318449514452368,0.03824836784042418,0.034404996782541275,0.034734093584120274,0.03249081061221659,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
699,20190729T161839_20190729T162825_T16SGF,-84.02571673068769,36.48327863394613,1564418008142,0.03155155130662024,0.7349367926362902,0.036537118488922715,0.02951479540206492,0.03166549000889063,0.0365487860981375,0.030508686089888215,0.03535680682398379,0.033209856832399964,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
700,20190729T161839_20190729T162825_T17SKA,-84.02571673068769,36.48327863394613,1564418006750,0.031200185418128967,0.7381844914052635,0.034694291884079576,0.029279337264597416,0.030471384525299072,0.03636232786811888,0.0313296914100647,0.035224948078393936,0.03308206796646118,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
707,20190724T161911_20190724T162524_T16SGF,-84.0221234695512,36.48327863394613,1563986005010,0.02766768471337855,0.7357480460777879,0.038745347410440445,0.02722781989723444,0.03836185112595558,0.03391428873874247,0.031763315200805664,0.0324963117018342,0.03370106243528426,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
708,20190724T161911_20190724T162524_T17SKA,-84.0221234695512,36.48327863394613,1563986003616,0.027102073887363076,0.7370574623346329,0.04067912790924311,0.025542610324919224,0.0437127435579896,0.030781143344938755,0.02999382559210062,0.029556753346696496,0.03454665676690638,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
709,20190729T161839_20190729T162825_T16SGF,-84.0221234695512,36.48327863394613,1564418008142,0.030311779119074345,0.7393648624420166,0.03695832588709891,0.028920132899656892,0.03493914846330881,0.03278301004320383,0.02995684021152556,0.03277748473919928,0.033656258368864655,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
710,20190729T161839_20190729T162825_T17SKA,-84.0221234695512,36.48327863394613,1564418006750,0.030941978096961975,0.7425697231665254,0.036507957614958286,0.0287387752905488,0.03728170786052942,0.02883715578354895,0.02892532292753458,0.030984938144683838,0.034711346961557865,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
717,20190724T161911_20190724T162524_T16SGF,-84.02032683898297,36.48327863394613,1563986005010,0.026017902651801705,0.7313569346442819,0.048279762268066406,0.025836088694632053,0.038451561937108636,0.0347454696893692,0.031855844194069505,0.028811249881982803,0.03408873453736305,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
718,20190724T161911_20190724T162524_T17SKA,-84.02032683898297,36.48327863394613,1563986003616,0.030823991633951664,0.706901820609346,0.04610539972782135,0.03129728976637125,0.0346034022513777,0.04768481501378119,0.031937599182128906,0.03736424818634987,0.03260092088021338,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
719,20190729T161839_20190729T162825_T16SGF,-84.02032683898297,36.48327863394613,1564418008142,0.031184016028419137,0.7399947792291641,0.038961902260780334,0.030131399631500244,0.03658380010165274,0.029050023294985294,0.03033303562551737,0.029672291362658143,0.03353320085443556,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
720,20190729T161839_20190729T162825_T17SKA,-84.02032683898297,36.48327863394613,1564418006750,0.028578620636835694,0.7372932808939368,0.03933022008277476,0.027922075474634767,0.033154266187921166,0.03702288959175348,0.03144864086061716,0.032057696022093296,0.03245231602340937,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
729,20190729T161839_20190729T162825_T16SGF,-84.01853020841473,36.48327863394613,1564418008142,0.029614494182169437,0.7451491393148899,0.037011146545410156,0.027632162906229496,0.03451263182796538,0.031243324279785156,0.03172525414265692,0.029076036298647523,0.03316538059152663,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
730,20190729T161839_20190729T162825_T17SKA,-84.01853020841473,36.48327863394613,1564418006750,0.031157076358795166,0.7445170320570469,0.0373583494219929,0.03000968345440924,0.035828916588798165,0.02735385694541037,0.03027990832924843,0.02906562970019877,0.03362267487682402,1,DAVIS CREEK ENERGY LLC,0000000000000000000b,3217,2019-07-01,2019-07-31
