,id,longitude,latitude,time,water,trees,grass,flooded_vegetation,crops,shrub_and_scrub,built,bare,snow_and_ice,label,Company,mine_id,orig_perm_id,start_date,end_date
128,20230718T161839_20230718T162101_T17SKA,-83.92330878829806,36.50663483133324,1689698003767,0.029714361065998673,0.6068518406245857,0.06401202664710581,0.03221087250858545,0.09251859877258539,0.05256166332401335,0.028961666161194444,0.028285310603678226,0.036129925632849336,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
129,20230723T161831_20230723T162339_T16SGF,-83.92330878829806,36.50663483133324,1690130004573,0.023798109032213688,0.735695693641901,0.03991947416216135,0.025493860244750977,0.0408701600972563,0.043680846923962235,0.025757663883268833,0.027672761119902134,0.031157076358795166,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
130,20230723T161831_20230723T162339_T17SKA,-83.92330878829806,36.50663483133324,1690130003177,0.025352748343721032,0.6491437563672662,0.059010088443756104,0.028930513421073556,0.060862913727760315,0.06990156346000731,0.027384149143472314,0.025679358281195164,0.03383565344847739,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
133,20230718T161839_20230718T162101_T16SGF,-83.92151215772982,36.50663483133324,1689698004549,0.02933157980442047,0.7518553817644715,0.032645017141476274,0.02684145444072783,0.03477391810156405,0.029740669764578342,0.029180204728618264,0.03171438374556601,0.03366745659150183,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
134,20230718T161839_20230718T162101_T17SKA,-83.92151215772982,36.50663483133324,1689698003767,0.029509552754461765,0.7043895332608372,0.04087632987648249,0.029410030925646424,0.050607148790732026,0.03965771780349314,0.029362947680056095,0.029882937902584672,0.03430883423425257,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
135,20230723T161831_20230723T162339_T16SGF,-83.92151215772982,36.50663483133324,1690130004573,0.026205294067040086,0.7572898084763438,0.032024919986724854,0.02595886611379683,0.033549968153238297,0.034631792455911636,0.02787110419012606,0.03114091814495623,0.030947346473112702,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
136,20230723T161831_20230723T162339_T17SKA,-83.92151215772982,36.50663483133324,1690130003177,0.02467702724970877,0.725236656377092,0.03747050557285547,0.026786484755575657,0.040102604776620865,0.05064148083329201,0.027217749506235123,0.02911247406154871,0.030775789404287934,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
139,20230718T161839_20230718T162101_T16SGF,-83.93947846341221,36.50843146190147,1689698004549,0.04411563859321177,0.6294287825003266,0.06485639605671167,0.04676300659775734,0.06594902370125055,0.0328604131937027,0.03217801824212074,0.03000439703464508,0.037819851422682405,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
140,20230718T161839_20230718T162101_T17SKA,-83.93947846341221,36.50843146190147,1689698003767,0.048299880931153893,0.5862984715495259,0.07023276388645172,0.048447545850649476,0.06709029548801482,0.04272305313497782,0.03408873453736305,0.030658120522275567,0.039197184378281236,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
141,20230723T161831_20230723T162339_T16SGF,-83.93947846341221,36.50843146190147,1690130004573,0.031281095230951905,0.6791604871395975,0.06518322601914406,0.03681179974228144,0.05180180445313454,0.034944853046908975,0.030610048212110996,0.028085496509447694,0.03291575703769922,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
142,20230723T161831_20230723T162339_T17SKA,-83.93947846341221,36.50843146190147,1690130003177,0.04660475626587868,0.5124424109235406,0.12377864890731871,0.04528344515711069,0.06876853201538324,0.05871392786502838,0.03540272847749293,0.03031709254719317,0.034950558096170425,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
145,20230718T161839_20230718T162101_T16SGF,-83.93768183284398,36.50843146190147,1689698004549,0.03210142347961664,0.7493436245713383,0.03512192610651255,0.03063675039447844,0.034933444345369935,0.02602282539010048,0.024821056285873055,0.03045007959008217,0.03636814747005701,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
146,20230718T161839_20230718T162101_T17SKA,-83.93768183284398,36.50843146190147,1689698003767,0.03481945977546275,0.7331327060237527,0.03748232126235962,0.03507047169841826,0.03754734084941447,0.027258042246103287,0.027187549509108067,0.030498026171699166,0.035282247699797153,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
147,20230723T161831_20230723T162339_T16SGF,-83.93768183284398,36.50843146190147,1690130004573,0.032821700209751725,0.744359047152102,0.032512817764654756,0.030995682813227177,0.03190488461405039,0.03097419533878565,0.029546261066570878,0.033087618881836534,0.03353320085443556,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
148,20230723T161831_20230723T162339_T17SKA,-83.93768183284398,36.50843146190147,1690130003177,0.033488508546724916,0.7364811757579446,0.03736424818634987,0.032926831394433975,0.034393676556646824,0.02964601293206215,0.02916977950371802,0.03150278329849243,0.032633990282192826,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
151,20230718T161839_20230718T162101_T16SGF,-83.93588520227573,36.50843146190147,1689698004549,0.036071941489353776,0.7277077147737145,0.03716983483172953,0.03420151770114899,0.037588746286928654,0.028203249908983707,0.02716239565052092,0.03131348849274218,0.03771309950388968,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
152,20230718T161839_20230718T162101_T17SKA,-83.93588520227573,36.50843146190147,1689698003767,0.03211236000061035,0.7425960211548954,0.03739965055137873,0.03162206057459116,0.04007205390371382,0.023774575674906373,0.0246386902872473,0.028992835665121675,0.03806357178837061,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
153,20230723T161831_20230723T162339_T16SGF,-83.93588520227573,36.50843146190147,1690130004573,0.0347966852132231,0.7343613358680159,0.037582829827442765,0.032150652492418885,0.037914868677034974,0.0282699151430279,0.027911877492442727,0.03001497033983469,0.03509905282407999,1,MOUNTAINSIDE COAL COMPANY,0000000000000000001b,3203,2023-07-01,2023-07-31
